-0.607089,-0.794634,0,0,0.794634,-0.607089,0,0,0,0,1,0,0,0,0,1|0.573542,0.750726,0.32781,0,0.199012,0.260487,-0.944744,0,-0.794634,0.607089,-3.61999e-06,0,0,0,0,1|0.748014,0.582449,0.318164,0,-0.633143,0.769999,0.0789364,0,-0.199009,-0.260489,0.944744,0,0,0,0,1|0.748014,0.582449,0.318164,0,-0.633143,0.769999,0.0789364,0,-0.199009,-0.260489,0.944744,0,-0.0497524,-0.0651222,0.236186,1|0.748014,0.582449,0.318164,0,-0.199007,-0.260492,0.944743,0,0.633144,-0.769998,-0.0789399,0,-0.0497524,-0.0651222,0.236186,1|0.748014,0.582449,0.318164,0,-0.199007,-0.260492,0.944743,0,0.633144,-0.769998,-0.0789399,0,0.108534,-0.257622,0.216451,1||
-0.591076,-0.806616,0,0,0.806616,-0.591076,0,0,0,0,1,0,0,0,0,1|0.559942,0.764127,-0.320275,0,-0.189304,-0.258341,-0.947325,0,-0.806616,0.591076,-3.61999e-06,0,0,0,0,1|0.737698,0.599311,-0.31085,0,-0.648046,0.757686,-0.0771223,0,0.189307,0.258338,0.947325,0,0,0,0,1|0.737698,0.599311,-0.31085,0,-0.648046,0.757686,-0.0771223,0,0.189307,0.258338,0.947325,0,0.0473267,0.0645846,0.236831,1|0.737698,0.599311,-0.31085,0,0.189309,0.258336,0.947325,0,0.648046,-0.757687,0.0771189,0,0.0473267,0.0645846,0.236831,1|0.737698,0.599311,-0.31085,0,0.189309,0.258336,0.947325,0,0.648046,-0.757687,0.0771189,0,0.209338,-0.124837,0.256111,1||
-0.591076,-0.806616,0,0,0.806616,-0.591076,0,0,0,0,1,0,0,0,0,1|0.0382483,0.0521898,-0.997904,0,-0.589837,-0.804926,-0.0647048,0,-0.806616,0.591076,-3.61999e-06,0,0,0,0,1|0.231356,-0.0916777,-0.96854,0,-0.773669,0.586253,-0.240299,0,0.58984,0.804924,0.0647048,0,0,0,0,1|0.231356,-0.0916777,-0.96854,0,-0.773669,0.586253,-0.240299,0,0.58984,0.804924,0.0647048,0,0.14746,0.201231,0.0161762,1|0.231356,-0.0916777,-0.96854,0,0.589843,0.804922,0.0647056,0,0.773667,-0.586256,0.240299,0,0.14746,0.201231,0.0161762,1|0.231356,-0.0916777,-0.96854,0,0.589843,0.804922,0.0647056,0,0.773667,-0.586256,0.240299,0,0.340877,0.0546668,0.0762508,1||
-0.591076,-0.806616,0,0,0.806616,-0.591076,0,0,0,0,1,0,0,0,0,1|0.0382483,0.0521898,-0.997904,0,-0.589837,-0.804926,-0.0647048,0,-0.806616,0.591076,-3.61999e-06,0,0,0,0,1|-0.448888,0.393435,-0.802314,0,-0.671259,0.444192,0.593384,0,0.58984,0.804924,0.0647048,0,0,0,0,1|-0.448888,0.393435,-0.802314,0,-0.671259,0.444192,0.593384,0,0.58984,0.804924,0.0647048,0,0.14746,0.201231,0.0161762,1|-0.448888,0.393435,-0.802314,0,0.589842,0.804922,0.0647026,0,0.671257,-0.444195,-0.593384,0,0.14746,0.201231,0.0161762,1|-0.448888,0.393435,-0.802314,0,0.589842,0.804922,0.0647026,0,0.671257,-0.444195,-0.593384,0,0.315274,0.0901822,-0.13217,1||
-0.591076,-0.806616,0,0,0.806616,-0.591076,0,0,0,0,1,0,0,0,0,1|0.0382483,0.0521898,-0.997904,0,-0.589837,-0.804926,-0.0647048,0,-0.806616,0.591076,-3.61999e-06,0,0,0,0,1|-0.805025,0.579833,0.125412,0,0.0634289,-0.126062,0.989992,0,0.58984,0.804924,0.0647048,0,0,0,0,1|-0.805025,0.579833,0.125412,0,0.0634289,-0.126062,0.989992,0,0.58984,0.804924,0.0647048,0,0.14746,0.201231,0.0161762,1|-0.805025,0.579833,0.125412,0,0.58984,0.804924,0.0647012,0,-0.0634311,0.126059,-0.989993,0,0.14746,0.201231,0.0161762,1|-0.805025,0.579833,0.125412,0,0.58984,0.804924,0.0647012,0,-0.0634311,0.126059,-0.989993,0,0.131602,0.232746,-0.231322,1||
-0.591076,-0.806616,0,0,0.806616,-0.591076,0,0,0,0,1,0,0,0,0,1|-0.453777,-0.619255,-0.640788,0,-0.378757,-0.516869,0.767717,0,-0.806616,0.591076,-3.61999e-06,0,0,0,0,1|-0.720538,0.685283,0.105884,0,0.580832,0.513065,0.63198,0,0.37876,0.516866,-0.767717,0,0,0,0,1|-0.720538,0.685283,0.105884,0,0.580832,0.513065,0.63198,0,0.37876,0.516866,-0.767717,0,0.0946899,0.129217,-0.191929,1|-0.720538,0.685283,0.105884,0,0.378758,0.516865,-0.76772,0,-0.580833,-0.513067,-0.631977,0,0.0946899,0.129217,-0.191929,1|-0.720538,0.685283,0.105884,0,0.378758,0.516865,-0.76772,0,-0.580833,-0.513067,-0.631977,0,-0.0505185,0.000949949,-0.349924,1||
0.264425,-0.964406,0,0,0.964406,0.264425,0,0,0,0,1,0,0,0,0,1|0.212801,-0.776116,-0.593599,0,0.156959,-0.572471,0.804761,0,-0.964406,-0.264425,-3.61999e-06,0,0,0,0,1|-0.986313,-0.132533,0.0980861,0,-0.0505061,0.809142,0.585439,0,-0.156956,0.572472,-0.804761,0,0,0,0,1|-0.986313,-0.132533,0.0980861,0,-0.0505061,0.809142,0.585439,0,-0.156956,0.572472,-0.804761,0,-0.039239,0.143118,-0.20119,1|-0.986313,-0.132533,0.0980861,0,-0.156956,0.572469,-0.804763,0,0.0505067,-0.809144,-0.585436,0,-0.039239,0.143118,-0.20119,1|-0.986313,-0.132533,0.0980861,0,-0.156956,0.572469,-0.804763,0,0.0505067,-0.809144,-0.585436,0,-0.0266123,-0.0591679,-0.347549,1||
0.885517,-0.464606,0,0,0.464606,0.885517,0,0,0,0,1,0,0,0,0,1|0.712631,-0.373895,-0.593599,0,0.525641,-0.275792,0.804761,0,-0.464606,-0.885517,-3.61999e-06,0,0,0,0,1|-0.575983,-0.811556,0.0980861,0,-0.626057,0.515087,0.585439,0,-0.525639,0.275796,-0.804761,0,0,0,0,1|-0.575983,-0.811556,0.0980861,0,-0.626057,0.515087,0.585439,0,-0.525639,0.275796,-0.804761,0,-0.13141,0.0689489,-0.20119,1|-0.575983,-0.811556,0.0980861,0,-0.525637,0.275794,-0.804763,0,0.626058,-0.515088,-0.585436,0,-0.13141,0.0689489,-0.20119,1|-0.575983,-0.811556,0.0980861,0,-0.525637,0.275794,-0.804763,0,0.626058,-0.515088,-0.585436,0,0.0251049,-0.0598231,-0.347549,1||
0.885517,-0.464606,0,0,0.464606,0.885517,0,0,0,0,1,0,0,0,0,1|0.873564,-0.458335,0.163754,0,-0.145009,0.076078,0.986501,0,-0.464606,-0.885517,-3.61999e-06,0,0,0,0,1|-0.968904,0.191113,-0.157162,0,0.200489,0.978616,-0.0459958,0,0.14501,-0.0760748,-0.986501,0,0,0,0,1|-0.968904,0.191113,-0.157162,0,0.200489,0.978616,-0.0459958,0,0.14501,-0.0760748,-0.986501,0,0.0362526,-0.0190187,-0.246625,1|-0.968904,0.191113,-0.157162,0,0.14501,-0.0760783,-0.986501,0,-0.20049,-0.978615,0.0459994,0,0.0362526,-0.0190187,-0.246625,1|-0.968904,0.191113,-0.157162,0,0.14501,-0.0760783,-0.986501,0,-0.20049,-0.978615,0.0459994,0,-0.0138699,-0.263673,-0.235125,1||
0.885517,-0.464606,0,0,0.464606,0.885517,0,0,0,0,1,0,0,0,0,1|0.873564,-0.458335,0.163754,0,-0.145009,0.076078,0.986501,0,-0.464606,-0.885517,-3.61999e-06,0,0,0,0,1|-0.949783,0.268709,-0.160335,0,0.277279,0.960212,-0.0332889,0,0.14501,-0.0760748,-0.986501,0,0,0,0,1|-0.86638,0.471779,-0.163735,0,0.477867,0.878429,0.00250324,0,0.14501,-0.0760748,-0.986501,0,0.0362526,-0.0190187,-0.246625,1|-0.86638,0.471779,-0.163735,0,0.145009,-0.076078,-0.986501,0,-0.477868,-0.878428,-0.00249967,0,0.0362526,-0.0190187,-0.246625,1|-0.86638,0.471779,-0.163735,0,0.145009,-0.076078,-0.986501,0,-0.477868,-0.878428,-0.00249967,0,-0.0832143,-0.238626,-0.24725,1||
0.885517,-0.464606,0,0,0.464606,0.885517,0,0,0,0,1,0,0,0,0,1|0.873564,-0.458335,0.163754,0,-0.145009,0.076078,0.986501,0,-0.464606,-0.885517,-3.61999e-06,0,0,0,0,1|-0.445214,0.885383,-0.133721,0,0.883604,0.458595,0.0945202,0,0.14501,-0.0760748,-0.986501,0,0,0,0,1|0.247921,0.968027,-0.0382071,0,0.957866,-0.239034,0.159234,0,0.14501,-0.0760748,-0.986501,0,0.0362526,-0.0190187,-0.246625,1|0.247921,0.968027,-0.0382071,0,0.145007,-0.0760739,-0.986502,0,-0.957866,0.239034,-0.159231,0,0.0362526,-0.0190187,-0.246625,1|0.247921,0.968027,-0.0382071,0,0.145007,-0.0760739,-0.986502,0,-0.957866,0.239034,-0.159231,0,-0.203214,0.0407398,-0.286433,1||
0.885517,-0.464606,0,0,0.464606,0.885517,0,0,0,0,1,0,0,0,0,1|0.873564,-0.458335,0.163754,0,-0.145009,0.076078,0.986501,0,-0.464606,-0.885517,-3.61999e-06,0,0,0,0,1|-0.18368,0.977639,-0.102391,0,0.972231,0.196048,0.127794,0,0.14501,-0.0760748,-0.986501,0,0,0,0,1|0.989427,0.00867963,0.144771,0,-0.00245109,-0.997064,0.0765291,0,0.14501,-0.0760748,-0.986501,0,0.0362526,-0.0190187,-0.246625,1|0.989427,0.00867963,0.144771,0,0.14501,-0.0760712,-0.986502,0,0.00245057,0.997065,-0.0765255,0,0.0362526,-0.0190187,-0.246625,1|0.989427,0.00867963,0.144771,0,0.14501,-0.0760712,-0.986502,0,0.00245057,0.997065,-0.0765255,0,0.0368652,0.230247,-0.265757,1||
0.885517,-0.464606,0,0,0.464606,0.885517,0,0,0,0,1,0,0,0,0,1|0.873564,-0.458335,0.163754,0,-0.145009,0.076078,0.986501,0,-0.464606,-0.885517,-3.61999e-06,0,0,0,0,1|-0.18368,0.977639,-0.102391,0,0.972231,0.196048,0.127794,0,0.14501,-0.0760748,-0.986501,0,0,0,0,1|0.984239,-0.090904,0.151688,0,-0.101217,-0.99295,0.0616937,0,0.14501,-0.0760748,-0.986501,0,0.0362526,-0.0190187,-0.246625,1|0.984239,-0.090904,0.151688,0,0.145011,-0.0760712,-0.986501,0,0.101216,0.99295,-0.0616902,0,0.0362526,-0.0190187,-0.246625,1|0.984239,-0.090904,0.151688,0,0.145011,-0.0760712,-0.986501,0,0.101216,0.99295,-0.0616902,0,0.0615566,0.229219,-0.262048,1||
